ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
							CAGL0J02332g					SAKL0F07238g	Skud_9.152	Sbay_9.184	Spar_9.172	Smik_9.173	NP_012247.3	XP_003674186.1
NEUDI_74658		CPAR2_301280	C702050CA	AFUB_027680	SPBC106.20	MGG_01760	CAGL0M03113g	NEUTE1DRAFT_79701	FGRAMPH1_01G04635	AN6210	NCU08012	SAKL0D05742g	Skud_10.128	Sbay_6.158	Spar_10.160	Smik_10.157	NP_012450.1	XP_003673878.1
NEUDI_166115	CNAG_07778	CPAR2_208990	C106960WA	AFUB_035720	SPAC3G9.09c	MGG_13200	CAGL0B03795g	NEUTE1DRAFT_116408	FGRAMPH1_01G19791	AN3156	NCU08277	SAKL0G14058g	Skud_10.230	Sbay_12.91	Spar_10.278	Smik_10.286	NP_012540.3	XP_003676129.1
	CNAG_07720	CPAR2_102810	C302500WA	AFUB_002260	SPAC167.04	MGG_05568	CAGL0M05929g		FGRAMPH1_01G16917	AN10067	NCU00737	SAKL0C05808g	Skud_11.301	Sbay_11.300	Spar_11.355	Smik_11.327	NP_012991.3	XP_003675276.1
NEUDI_158640	CNAG_02530	CPAR2_100690	C502480WA	AFUB_076730	SPAC22G7.10	MGG_14293	CAGL0M09064g	NEUTE1DRAFT_128250	FGRAMPH1_01G14641	AN2433	NCU07654	SAKL0F14146g	Skud_10.314	Sbay_12.180	Spar_10.369	Smik_10.380	NP_012626.1	XP_003677720.1
NEUDI_91224	CNAG_06860	CPAR2_802330	CR03100WA	AFUB_095610	SPAC14C4.02c	MGG_12590	CAGL0F01155g	NEUTE1DRAFT_125203	FGRAMPH1_01G10609	AN8742	NCU09065	SAKL0B09526g	Skud_15.121	Sbay_15.133	Spar_15.149	Smik_15.131	NP_014608.1	XP_003678070.1
NEUDI_70045	CNAG_00891	CPAR2_407520	C208000CA	AFUB_054580	SPBC16H5.08c	MGG_11862	CAGL0C02343g	NEUTE1DRAFT_116151	FGRAMPH1_01G04891	AN2210	NCU08920	SAKL0F01606g	Skud_5.145	Sbay_5.134	Spar_5.172	Smik_5.159	NP_010953.1	XP_003676479.1
NEUDI_73149	CNAG_01209	CPAR2_211930	C201990CA	AFUB_073420	SPBC3E7.01	MGG_14757	CAGL0K10384g	NEUTE1DRAFT_89270	FGRAMPH1_01G00779	AN5211	NCU02083	SAKL0D09438g	Skud_6.102	Sbay_6.91	Spar_6.124	Smik_7.326	NP_116674.2	XP_003676000.1
NEUDI_156216		CPAR2_403970	C110120CA	AFUB_001630	SPCC1672.08c	MGG_06509	CAGL0M05863g	NEUTE1DRAFT_49195	FGRAMPH1_01G10403	AN5498	NCU03909	SAKL0C06028g	Skud_11.298	Sbay_11.297	Spar_11.352	Smik_11.324	NP_012988.1	XP_003675272.1
NEUDI_101543	CNAG_01304	CPAR2_805690	CR06450WA	AFUB_019280	SPCC830.03	MGG_03303	CAGL0D02816g	NEUTE1DRAFT_148179	FGRAMPH1_01G00895	AN4599	NCU02237	SAKL0H25652g	Skud_12.32	Sbay_10.37	Spar_12.32	Smik_12.21	NP_013065.1	XP_003673244.1
							CAGL0I08855g					SAKL0G13772g	Skud_7.493	Sbay_7.458	Spar_7.513	Smik_6.275	NP_011682.1	XP_003673643.1
	CNAG_01496	CPAR2_503110	C301710CA	AFUB_054260	SPBC3F6.01c	MGG_06941	CAGL0D05060g		FGRAMPH1_01G24713	AN10281	NCU01433	SAKL0F03102g	Skud_7.432	Sbay_7.408	Spar_7.449	Smik_6.215	NP_011639.3	XP_003677186.1
		CPAR2_104970	C207800WA				CAGL0D01144g					SAKL0B08338g	Skud_2.248	Sbay_4.367	Spar_2.278	Smik_2.260	NP_009678.3	XP_003678111.1
		CPAR2_109190	C101390CA				CAGL0H08866g					SAKL0A03740g	Skud_13.337	Sbay_13.353	Spar_13.364	Smik_13.377	NP_013895.1	XP_003676344.1
		CPAR2_405620	C305020WA	AFUB_028250			CAGL0I01892g			AN6270		SAKL0G15422g	Skud_8.215	Sbay_15.350	Spar_8.248	Smik_8.235	NP_012021.1	XP_003676098.1
		CPAR2_210270	C201830WA				CAGL0L01441g					SAKL0D12210g	Skud_13.103	Sbay_13.114	Spar_13.108	Smik_13.102	NP_013667.1	XP_003677660.1
		CPAR2_806080	C304400CA		SPBC17G9.04c		CAGL0I01584g					SAKL0D11396g	Skud_10.259	Sbay_12.124	Spar_10.305	Smik_10.314	NP_012576.1	XP_003677642.1
		CPAR2_100080	C505450CA				CAGL0H10164g					SAKL0D03344g	Skud_2.176	Sbay_4.294	Spar_2.210	Smik_2.188	NP_009613.1	XP_003678173.1
							CAGL0M00968g					SAKL0G17006g	Skud_12.523	Sbay_10.547	Spar_12.574	Smik_12.527	NP_013535.1	XP_003678505.1
NEUDI_83318	CNAG_04375	CPAR2_803770	CR00570WA	AFUB_042930	SPBPJ4664.01	MGG_03343	CAGL0C04257g	NEUTE1DRAFT_124027	FGRAMPH1_01G20835	AN10340	NCU02305	SAKL0C11110g	Skud_2.116	Sbay_2.132	Spar_2.140	Smik_2.123	NP_009557.1	XP_003678207.1
NEUDI_80191	CNAG_04613	CPAR2_105800	C100480CA	AFUB_063180	SPBC29A3.09c	MGG_11547	CAGL0K10472g	NEUTE1DRAFT_69088	FGRAMPH1_01G26869	AN4315	NCU04051	SAKL0D10208g	Skud_6.95	Sbay_6.84	Spar_6.108	Smik_7.313	NP_116664.1	XP_003676003.1
	CNAG_01817	CPAR2_502670	C504670WA	AFUB_094450	SPBC3B9.03	MGG_02663	CAGL0H01265g	NEUTE1DRAFT_150870	FGRAMPH1_01G10813	AN6627	NCU11187	SAKL0G10296g	Skud_4.554	Sbay_2.458	Spar_4.668	Smik_4.541	NP_010578.3	XP_003677098.1
NEUDI_126799		CPAR2_107640	C105500WA	AFUB_019380		MGG_17942	CAGL0E06314g	NEUTE1DRAFT_74299	FGRAMPH1_01G27069	AN4613	NCU00599	SAKL0G11198g	Skud_11.73	Sbay_11.71	Spar_11.98	Smik_11.80	NP_012767.1	XP_003677078.1
NEUDI_168105	CNAG_02104	CPAR2_804790	C110270CA	AFUB_052200		MGG_09991	CAGL0I05940g	NEUTE1DRAFT_117894	FGRAMPH1_01G11177	AN8233	NCU02200	SAKL0C06094g	Skud_10.70	Sbay_6.225	Spar_10.89	Smik_10.88	NP_012390.1	XP_003678281.1
												SAKL0C05830g	Skud_10.64	Sbay_6.230	Spar_10.83	Smik_10.83	NP_012384.1	XP_003678412.1
NEUDI_92403	CNAG_03979	CPAR2_501350	C406790WA	AFUB_010060	SPAC4D7.12c	MGG_00382	CAGL0G08294g	NEUTE1DRAFT_91889	FGRAMPH1_01G01091	AN1223	NCU02658	SAKL0H13684g	Skud_12.318	Sbay_10.339	Spar_12.353	Smik_12.303	NP_013344.1	XP_003675642.1
NEUDI_84697	CNAG_00705	CPAR2_805480	C701810WA	AFUB_002800	SPBC83.08	MGG_03173	CAGL0H01001g	NEUTE1DRAFT_147343	FGRAMPH1_01G19889	AN0327	NCU06854	SAKL0A03366g	Skud_16.43	Sbay_16.71	Spar_16.88	Smik_6.440	NP_015089.1	XP_003677362.1
NEUDI_167792	CNAG_05909	CPAR2_210070	C204950CA	AFUB_002450	SPBC29A3.18	MGG_16462	CAGL0L10406g	NEUTE1DRAFT_72823	FGRAMPH1_01G01427	AN0357	NCU09816	SAKL0G00902g	Skud_15.232	Sbay_8.115	Spar_15.265	Smik_15.245	NP_014708.1	XP_003677287.1
NEUDI_166594	CNAG_03624	CPAR2_405940	C209320CA	AFUB_065290	SPBC19F5.05c	MGG_01183	CAGL0G07843g	NEUTE1DRAFT_149748	FGRAMPH1_01G01751	AN3827	NCU00925	SAKL0F06512g	Skud_7.402	Sbay_7.386	Spar_7.417	Smik_6.189	NP_011617.1	XP_003676534.1
	CNAG_04666	CPAR2_404360	C208780WA	AFUB_098340	SPBC23G7.12c	MGG_01380	CAGL0D06292g	NEUTE1DRAFT_117508	FGRAMPH1_01G03925	AN6988	NCU05363	SAKL0H23672g	Skud_7.236	Sbay_7.227	Spar_7.243	Smik_7.235	NP_011467.1	XP_003673529.1
NEUDI_143039	CNAG_05285	CPAR2_206760	C106600WA	AFUB_011860	SPBC800.09	MGG_02405	CAGL0L04796g	NEUTE1DRAFT_130717	FGRAMPH1_01G20625	AN1055	NCU03366	SAKL0F03652g	Skud_16.419	Sbay_16.456	Spar_16.493	Smik_16.376	NP_015454.1	XP_003676521.1
NEUDI_124668	CNAG_02111	CPAR2_503310	C303840CA	AFUB_058970	SPAC22H10.05c	MGG_08804	CAGL0K09086g	NEUTE1DRAFT_79143	FGRAMPH1_01G16833	AN0161	NCU06314	SAKL0H06160g	Skud_15.416	Sbay_8.299	Spar_15.455	Smik_15.433	NP_014893.1	XP_003674581.1
NEUDI_90969	CNAG_07535	CPAR2_300290	C701020CA	AFUB_055900	SPBC354.06	MGG_02598	CAGL0L08734g	NEUTE1DRAFT_96299	FGRAMPH1_01G27097	AN7701	NCU08071	SAKL0B02596g	Skud_16.270	Sbay_16.305	Spar_16.325	Smik_16.222	NP_015312.1	XP_003678391.1
	CNAG_03332	CPAR2_200090	CR10700WA	AFUB_093250	SPAC1687.03c	MGG_07526	CAGL0I07645g	NEUTE1DRAFT_144139	FGRAMPH1_01G24217	AN6517	NCU10467	SAKL0C09812g	Skud_15.59	Sbay_15.71	Spar_15.82	Smik_15.62	NP_014547.1	XP_003673810.1
NEUDI_153337	CNAG_01274	CPAR2_105610	C104830WA	AFUB_019660	SPAC57A7.10c	MGG_02634	CAGL0M03531g	NEUTE1DRAFT_70784	FGRAMPH1_01G10967	AN4547	NCU01992	SAKL0C11990g	Skud_14.50	Sbay_14.52	Spar_14.48	Smik_14.44	NP_014112.1	XP_003673923.1
NEUDI_166206	CNAG_03557	CPAR2_402630	C401680WA	AFUB_031330	SPCC553.11c	MGG_06107	CAGL0I05434g	NEUTE1DRAFT_116338	FGRAMPH1_01G17569	AN2181	NCU09748	SAKL0D13904g	Skud_11.171	Sbay_11.168	Spar_11.211	Smik_11.190	NP_012865.1	XP_003677951.1
							CAGL0K10142g					SAKL0H18634g	Skud_4.332	Sbay_2.237	Spar_4.381	Smik_4.316	NP_010363.1	XP_003674875.1
							CAGL0K09680g					SAKL0E11374g	Skud_14.198	Sbay_14.205	Spar_14.205	Smik_14.194	NP_014266.3	XP_003676496.1
							CAGL0K08998g					SAKL0H05940g	Skud_15.421	Sbay_8.304	Spar_15.460	Smik_15.438	NP_014898.3	XP_003675477.1
							CAGL0K08162g					SAKL0G01320g	Skud_11.303	Sbay_11.302	Spar_11.357	Smik_11.329	NP_012993.3	XP_003675893.1
							CAGL0K07612g					SAKL0E03806g	Skud_11.96	Sbay_11.94	Spar_11.125	Smik_11.105	NP_012792.1	XP_003673375.1
							CAGL0K11110g					SAKL0H12100g	Skud_4.499	Sbay_2.405	Spar_4.553	Smik_4.484	NP_010525.1	XP_003674719.1
		CPAR2_407400	C210080WA				CAGL0K04917g					SAKL0E13860g	Skud_14.120	Sbay_14.126	Spar_14.125	Smik_14.116	NP_014183.1	XP_003677388.1
		CPAR2_407880	C210640CA				CAGL0D00440g					SAKL0G16214g	Skud_11.40	Sbay_11.38	Spar_11.63	Smik_11.44	NP_012735.1	XP_003673215.1
		CPAR2_702620	C701700WA				CAGL0J04158g					SAKL0H07414g	Skud_15.386	Sbay_8.272	Spar_15.425	Smik_15.405	NP_014863.1	XP_003674594.1
		CPAR2_703910	C703890CA				CAGL0M06545g					SAKL0E03564g	Skud_11.105	Sbay_11.101	Spar_11.134	Smik_11.115	NP_012798.1	XP_003673383.1
		CPAR2_104950	C207820CA				CAGL0L05456g					SAKL0C07106g	Skud_10.97	Sbay_6.198	Spar_10.122	Smik_10.116	NP_012418.1	XP_003673906.1
		CPAR2_405220	C209180WA				CAGL0H01023g					SAKL0G10670g	Skud_4.542	Sbay_2.445	Spar_4.655	Smik_4.528	NP_010565.3	XP_003677083.1
		CPAR2_101500	C209310CA				CAGL0G07821g					SAKL0F06490g	Skud_7.401	Sbay_7.385	Spar_7.416	Smik_6.188	NP_011616.3	XP_003676535.1
		CPAR2_403460	C403410WA				CAGL0J11198g					SAKL0E12782g	Skud_14.157	Sbay_14.164	Spar_14.162	Smik_14.153	NP_014222.2	XP_003677433.1
		CPAR2_108570	C103200CA				CAGL0F03025g					SAKL0G04884g	Skud_4.695	Sbay_2.598	Spar_4.790	Smik_4.696	NP_010709.1	XP_003676946.1
		CPAR2_601490	C602420WA				CAGL0E05654g					SAKL0A04378g	Skud_16.73	Sbay_16.100	Spar_16.117	Smik_6.411	NP_015118.1	XP_003673059.1
		CPAR2_600140	C603890CA	AFUB_008280			CAGL0I07073g			AN1387		SAKL0F01804g	Skud_7.55	Sbay_7.48	Spar_7.53	Smik_7.50	NP_011302.1	XP_003676484.1
	CNAG_07922	CPAR2_109760	C101200WA	AFUB_076200			CAGL0I02552g		FGRAMPH1_01G01807	AN7189		SAKL0H01958g	Skud_8.242	Sbay_15.378	Spar_8.276	Smik_8.262	NP_012048.3	XP_003676073.1
NEUDI_80263	CNAG_02167	CPAR2_110200	C100750CA	AFUB_021760	SPAC19A8.05c	MGG_04958	CAGL0I05830g	NEUTE1DRAFT_148795	FGRAMPH1_01G10223	AN2071	NCU04015	SAKL0A02464g	Skud_14.337	Sbay_14.358	Spar_14.370	Smik_14.336	NP_014403.3	XP_003677340.1
		CPAR2_304250	C500250CA				CAGL0F05093g					SAKL0G16082g	Skud_12.496	Sbay_10.528	Spar_12.551	Smik_12.498	NP_013516.1	XP_003676480.1
NEUDI_85305	CNAG_01261	CPAR2_208680	C107540CA	AFUB_026130	SPAC23A1.17	MGG_04116	CAGL0G06842g	NEUTE1DRAFT_121508	FGRAMPH1_01G18399	AN5981	NCU07012	SAKL0G13706g	Skud_10.200	Sbay_12.60	Spar_10.249	Smik_10.251	NP_012514.2	XP_003676138.1
NEUDI_97478	CNAG_05254	CPAR2_808770	C306980WA	AFUB_005790	SPBC839.11c	MGG_16886	CAGL0H00847g	NEUTE1DRAFT_146213	FGRAMPH1_01G23659	AN4068	NCU10721	SAKL0A03080g	Skud_16.35	Sbay_16.63	Spar_16.80	Smik_6.448	NP_015080.1	XP_003677355.1
NEUDI_123326	CNAG_01195	CPAR2_206320	C202490CA	AFUB_053080	SPCC1672.11c	MGG_06925	CAGL0M11308g	NEUTE1DRAFT_56896	FGRAMPH1_01G24885	AN8864	NCU10143	SAKL0H04400g	Skud_15.457	Sbay_8.340	Spar_15.499	Smik_15.472	NP_014934.1	XP_003674528.1
							CAGL0H05137g					SAKL0H10252g	Skud_16.220	Sbay_16.252	Spar_16.268	Smik_16.174	NP_015264.1	XP_003675578.1
							CAGL0K09240g					SAKL0A01672g	Skud_3.135	Sbay_3.95	Spar_3.161	Smik_3.159	NP_009986.1	XP_003676392.1
NEUDI_164740	CNAG_00311	CPAR2_108690	C103320CA	AFUB_060460	SPBC2D10.09	MGG_04012	CAGL0K11968g	NEUTE1DRAFT_76941	FGRAMPH1_01G23755	AN6844	NCU03777	SAKL0D03300g	Skud_4.291	Sbay_2.194	Spar_4.332	Smik_4.275	NP_010321.1	XP_003673997.1
NEUDI_83207	CNAG_03904	CPAR2_211590	C203060WA	AFUB_037780	SPCC576.10c	MGG_00908	CAGL0K09526g	NEUTE1DRAFT_86281	FGRAMPH1_01G20425	AN2904	NCU02260	SAKL0G03828g	Skud_4.668	Sbay_2.571	Spar_4.750	Smik_4.668	NP_010682.3	XP_003674137.1
NEUDI_107532		CPAR2_502050	C503410CA	AFUB_043540	SPCC1393.11	MGG_09480	CAGL0G02277g	NEUTE1DRAFT_56601	FGRAMPH1_01G07901	AN3458	NCU04225	SAKL0G00550g	Skud_11.322	Sbay_11.321	Spar_11.376	Smik_11.348	NP_013011.1	XP_003673283.1
NEUDI_166387	CNAG_03459	CPAR2_400300	C402780WA	AFUB_041280	SPBC106.06	MGG_01582	CAGL0I03762g	NEUTE1DRAFT_89647	FGRAMPH1_01G01421	AN2918	NCU02839	SAKL0F10538g	Skud_4.111	Sbay_4.101	Spar_4.122	Smik_4.92	NP_010138.1	XP_003674330.1
NEUDI_166734		CPAR2_500680	C405850CA	AFUB_031560		MGG_02658	CAGL0L04708g	NEUTE1DRAFT_119246		AN2161	NCU00633	SAKL0F06908g	Skud_7.416	Sbay_7.396	Spar_7.433	Smik_6.201	NP_011626.1	XP_003676518.1
NEUDI_81675		CPAR2_402750	C400310CA	AFUB_030560	SPAC637.06	MGG_00164	CAGL0K11231g	NEUTE1DRAFT_72749	FGRAMPH1_01G23425	AN7562	NCU03055	SAKL0H11924g	Skud_4.507	Sbay_2.411	Spar_4.559	Smik_4.492	NP_010531.1	XP_003674713.1
NEUDI_75620	CNAG_01640	CPAR2_304160	C500330CA	AFUB_029160		MGG_01741	CAGL0L12210g	NEUTE1DRAFT_78717	FGRAMPH1_01G26759	AN6329	NCU07702	SAKL0H17072g	Skud_12.155	Sbay_10.171	Spar_12.161	Smik_12.146	NP_013188.1	XP_003674957.1
NEUDI_128035		CPAR2_209440	C205370CA	AFUB_028180	SPCC1259.07	MGG_02240	CAGL0D00594g	NEUTE1DRAFT_64481	FGRAMPH1_01G08011	AN6280	NCU08417	SAKL0G15906g	Skud_4.180	Sbay_4.172	Spar_4.205	Smik_4.160	NP_010207.1	XP_003673201.1
NEUDI_78178	CNAG_04648	CPAR2_103560	C207660WA	AFUB_032530	SPAC110.02	MGG_06465	CAGL0J01507g	NEUTE1DRAFT_63690	FGRAMPH1_01G23591	AN7296	NCU00424	SAKL0A09658g	Skud_13.232	Sbay_13.254	Spar_13.246	Smik_13.255	NP_013793.1	XP_003676924.1
NEUDI_169729	CNAG_05712	CPAR2_107590	C105560WA	AFUB_072260	SPBC409.13	MGG_04626	CAGL0B01419g	NEUTE1DRAFT_118973	FGRAMPH1_01G02889	AN10718	NCU09371	SAKL0C13728g	Skud_15.11	Sbay_15.17	Spar_15.27	Smik_15.11	NP_014498.1	XP_003675787.1
NEUDI_102675	CNAG_04466	CPAR2_202760	C110730WA	AFUB_007970	SPAC20G4.05c	MGG_03159	CAGL0E05962g	NEUTE1DRAFT_130467	FGRAMPH1_01G17341	AN5110	NCU01758	SAKL0A03762g	Skud_16.56	Sbay_16.84	Spar_16.101	Smik_6.427	NP_015102.1	XP_003673044.1
		CPAR2_806700	C208550CA				CAGL0M07051g					SAKL0D01078g	Skud_13.460	Sbay_13.477	Spar_13.484	Smik_13.503	NP_014014.1	XP_003675389.1
		CPAR2_109430	C101680CA		SPBC4B4.11							SAKL0G09702g	Skud_8.116	Sbay_15.248	Spar_8.136	Smik_8.130	NP_011926.1	XP_003673110.1
		CPAR2_404000	C204700CA				CAGL0H02673g					SAKL0C06314g	Skud_11.296	Sbay_11.295	Spar_11.350	Smik_11.322	NP_012986.1	XP_003675269.1
		CPAR2_109060	C101790WA				CAGL0A04565g					SAKL0F12870g	Skud_5.237	Sbay_5.232	Spar_5.283	Smik_5.256	NP_011036.1	XP_003674387.1
NEUDI_129478	CNAG_00166	CPAR2_204650	CR05630WA	AFUB_038240	SPBC543.06c	MGG_06483	CAGL0I02354g	NEUTE1DRAFT_129408	FGRAMPH1_01G24455	AN4903	NCU06418	SAKL0H02178g	Skud_8.233	Sbay_15.369	Spar_8.266	Smik_8.253	NP_012039.1	XP_003676819.1
NEUDI_74219	CNAG_04694	CPAR2_401050	C401450WA	AFUB_003010	SPBC1711.16	MGG_04802	CAGL0A04037g	NEUTE1DRAFT_150359	FGRAMPH1_01G01163	AN0310	NCU02729	SAKL0F11506g	Skud_12.261	Sbay_10.292	Spar_12.304	Smik_12.256	NP_013297.1	XP_003676713.1
NEUDI_154155	CNAG_01298	CPAR2_701680	CR08300CA	AFUB_100130	SPCC4B3.04c	MGG_06143	CAGL0L11154g	NEUTE1DRAFT_60254	FGRAMPH1_01G17559	AN2481	NCU08276	SAKL0G17248g	Skud_13.85	Sbay_13.98	Spar_13.89	Smik_13.85	NP_013652.1	XP_003673234.1
NEUDI_152020	CNAG_00021	CPAR2_303930	C500700CA	AFUB_052180	SPBP4H10.05c	MGG_14297	CAGL0H02607g	NEUTE1DRAFT_57981	FGRAMPH1_01G28075	AN8231	NCU01083	SAKL0B06292g	Skud_15.105	Sbay_15.117	Spar_15.131	Smik_15.115	NP_014590.1	XP_003675426.1
		CPAR2_201220	CR08900CA				CAGL0E03179g					SAKL0H23276g	Skud_7.480	Sbay_7.447	Spar_7.494	Smik_6.261	NP_011672.1	XP_003675918.1
							CAGL0I08811g					SAKL0G13728g	Skud_7.495	Sbay_7.460	Spar_7.515	Smik_6.277	NP_011684.1	XP_003673641.1
							CAGL0I07425g					SAKL0C09394g	Skud_15.50	Sbay_15.61	Spar_15.72	Smik_15.53	NP_014537.1	XP_003677402.1
							CAGL0I07777g					SAKL0C09988g	Skud_15.65	Sbay_15.78	Spar_15.88	Smik_15.68	NP_014553.1	XP_003675852.1
							CAGL0I10010g					SAKL0F02376g	Skud_7.452	Sbay_7.429	Spar_7.469	Smik_6.237	NP_011658.3	XP_003677201.1
							CAGL0I09174g					SAKL0D07502g	Skud_2.391	Sbay_4.520	Spar_2.436	Smik_2.402	NP_009817.3	XP_003675185.1
							CAGL0I10318g					SAKL0F02420g	Skud_7.450	Sbay_7.427	Spar_7.467	Smik_6.235	NP_011656.3	XP_003676504.1
							CAGL0I10725g					SAKL0F03256g	Skud_7.426	Sbay_7.406	Spar_7.445	Smik_6.212	NP_011637.3	XP_003676528.1
NEUDI_98866	CNAG_06024	CPAR2_203910	CR04930WA	AFUB_038970	SPBC13G1.03c	MGG_01028	CAGL0E05082g	NEUTE1DRAFT_69396	FGRAMPH1_01G27525	AN10610	NCU03901	SAKL0E06930g	Skud_7.119	Sbay_7.112	Spar_7.125	Smik_7.120	NP_011362.3	XP_003676020.1
NEUDI_93191	CNAG_02406	CPAR2_701640	CR07720CA	AFUB_014860	SPAC17D4.02	MGG_01549	CAGL0M11550g	NEUTE1DRAFT_79505	FGRAMPH1_01G26721	AN0872	NCU04378	SAKL0H16302g	Skud_12.171	Sbay_10.188	Spar_12.177	Smik_12.162	NP_013204.1	XP_003674977.1
		CPAR2_109750	C101250WA				CAGL0J03322g					SAKL0F09416g	Skud_5.199	Sbay_5.193	Spar_5.242	Smik_5.219	NP_011003.1	XP_003676774.1
NEUDI_92651	CNAG_05789	CPAR2_202730	C113370WA	AFUB_069100	SPBC16D10.01c	MGG_04565	CAGL0E01067g	NEUTE1DRAFT_72956	FGRAMPH1_01G02811	AN10433	NCU09382	SAKL0H15070g	Skud_4.419	Sbay_2.324	Spar_4.468	Smik_4.405	NP_010445.1	XP_003674795.1
NEUDI_162813	CNAG_03359	CPAR2_209870	C205930WA	AFUB_034790	SPCC1259.05c	MGG_12467	CAGL0D00748g	NEUTE1DRAFT_95878	FGRAMPH1_01G06743	AN11347	NCU05816	SAKL0H02794g	Skud_4.188	Sbay_4.182	Spar_4.213	Smik_4.168	NP_010216.1	XP_003673209.1
		CPAR2_203850	CR04640WA	AFUB_101900			CAGL0F02651g		FGRAMPH1_01G09309	AN2705		SAKL0G04026g	Skud_4.675	Sbay_2.579	Spar_4.757	Smik_4.675	NP_010691.1	XP_003674142.1
NEUDI_87996		CPAR2_108180	C102040CA	AFUB_037490		MGG_04494	CAGL0H05335g	NEUTE1DRAFT_55525	FGRAMPH1_01G00999	AN11684	NCU08579	SAKL0H10076g	Skud_16.209	Sbay_16.240	Spar_16.257	Smik_16.163	NP_015253.1	XP_003675567.1
NEUDI_159142		CPAR2_800170	CR02890CA	AFUB_052720	SPAPB1E7.03	MGG_03225	CAGL0G10109g	NEUTE1DRAFT_130844	FGRAMPH1_01G01625	AN8272	NCU03560	SAKL0F16258g	Skud_16.494	Sbay_16.522	Spar_16.565	Smik_16.454	NP_015516.1	XP_003674467.1
							CAGL0C05225g					SAKL0C07304g	Skud_15.90	Sbay_15.102	Spar_15.114	Smik_15.95	NP_014578.1	XP_003675712.1
NEUDI_129543	CNAG_06345	CPAR2_209630	C204800CA	AFUB_061160	SPAC17H9.17c	MGG_05057	CAGL0C02695g	NEUTE1DRAFT_100308	FGRAMPH1_01G06217	AN6901	NCU07824	SAKL0B09482g	Skud_1.51	Sbay_1.58	Spar_1.62	Smik_1.57	NP_009392.2	XP_003677019.1
NEUDI_74752	CNAG_00356	CPAR2_109490	C100400WA	AFUB_059370	SPCC584.11c	MGG_06072	CAGL0A02365g	NEUTE1DRAFT_116524	FGRAMPH1_01G17025	AN0117	NCU04337	SAKL0G07612g	Skud_4.615	Sbay_2.517	Spar_4.616	Smik_4.610	NP_010633.3	XP_003677150.1
NEUDI_96325	CNAG_02325	CPAR2_212500	C204100WA	AFUB_094210	SPBC27B12.07	MGG_14678	CAGL0F05049g	NEUTE1DRAFT_146655	FGRAMPH1_01G22971	AN6597	NCU08994	SAKL0A08030g	Skud_12.364	Sbay_10.378	Spar_12.402	Smik_12.360	NP_013385.1	XP_003676240.1
NEUDI_90118	CNAG_00187	CPAR2_807150	C305870CA	AFUB_061320		MGG_04031	CAGL0H10582g	NEUTE1DRAFT_75638	FGRAMPH1_01G19501	AN6913	NCU01457	SAKL0E07106g	Skud_4.133	Sbay_4.125	Spar_4.157	Smik_4.115	NP_010161.1	XP_003675068.1
NEUDI_76586	CNAG_05507	CPAR2_210770	C202270CA	AFUB_073330	SPCC736.10c	MGG_11377	CAGL0M09603g	NEUTE1DRAFT_92583	FGRAMPH1_01G03427	AN5203	NCU02951	SAKL0E05852g	Skud_13.318	Sbay_13.336	Spar_13.343	Smik_13.355	NP_013879.1	XP_003676044.1
							CAGL0K12716g					SAKL0B00946g	Skud_6.30	Sbay_6.17	Spar_6.42	Smik_6.38	NP_116613.1	XP_003676585.1
							CAGL0I04114g					SAKL0F01386g	Skud_7.38	Sbay_7.32	Spar_7.39	Smik_7.32	NP_011287.1	XP_003676470.1
		CPAR2_110460	C400180WA	AFUB_080280			CAGL0M00748g					SAKL0G17468g	Skud_12.536	Sbay_10.561	Spar_12.587	Smik_12.540	NP_013548.1	XP_003678519.1
		CPAR2_700560	C114230CA				CAGL0I05302g					SAKL0F07634g	Skud_9.144	Sbay_9.173	Spar_9.162	Smik_9.165	NP_012238.1	XP_003676608.1
		CPAR2_801980	CR03460WA				CAGL0L08778g					SAKL0B02552g	Skud_16.272	Sbay_16.307	Spar_16.327	Smik_16.224	NP_015314.1	XP_003673308.1
NEUDI_93539		CPAR2_302600	C501250WA		SPCC1753.02c	MGG_08803	CAGL0K01507g	NEUTE1DRAFT_79148	FGRAMPH1_01G16867		NCU06312	SAKL0C08712g	Skud_4.218	Sbay_4.216	Spar_4.246	Smik_4.202	NP_010249.1	XP_003678221.1
	CNAG_02520				SPCC18.07		CAGL0I03630g					SAKL0F10802g	Skud_4.104	Sbay_4.94	Spar_4.115	Smik_4.85	NP_010131.1	XP_003674337.1
NEUDI_165536	CNAG_04212	CPAR2_105830	C100450CA	AFUB_096070	SPBC25H2.09	MGG_03666	CAGL0K10516g	NEUTE1DRAFT_70733	FGRAMPH1_01G10177	AN8690	NCU02013	SAKL0D10098g	Skud_6.93	Sbay_6.82	Spar_6.110	Smik_7.315	NP_116666.1	XP_003676006.1
NEUDI_165505	CNAG_07352	CPAR2_107650	C105490CA	AFUB_074590	SPCC1442.05c	MGG_00488	CAGL0F07931g	NEUTE1DRAFT_118503	FGRAMPH1_01G23363		NCU02064	SAKL0G15664g	Skud_7.569	Sbay_7.527	Spar_7.595	Smik_16.71	NP_011751.1	XP_003676895.1
